facility_ID,facility_name,operator_code,operator,lat,lon,required_surveys_aircraft,required_surveys_OGI,required_surveys_M21,OGI_time,M21_time,aircraft_time,OGI_FU_time
ABBT0044406,Bearspaw Fennbv 6-26                ,0NL1,Bearspaw Petroleum Ltd.                   ,52.1193008,-112.7580032,5,0,0,120,240,10,120
ABBT0044445,Pengrowth Trout 16-11               ,A6CG,Highwood Oil Company Ltd.                 ,56.7971992,-114.3509979,5,0,0,120,240,10,120
ABBT0044454,Aztec Ft Sask 6-25                  ,A6EF,Rally Canada Resources Ltd.               ,53.6922989,-113.1139984,5,0,0,120,240,10,120
ABBT0044480,Colin Bdylks 6-36                   ,A73W,Enercapita Energy Ltd.                    ,56.2373009,-119.9150009,5,0,0,120,240,10,120
ABBT0044496,Pcp Bantry 6-15                     ,A2PH,Journey Energy Inc.                       ,50.6940002,-111.8659973,5,0,0,120,240,10,120
ABBT0044503,Rife Grand Forks 10-7               ,A6MY,Ascensun Oil and Gas Ltd.                 ,49.8972015,-111.7649994,5,0,0,120,240,10,120
ABBT0044529,Petro-Canada 10-14 Wapiti           ,0R46,Husky Oil Operations Limited              ,54.8016014,-119.1029968,5,0,0,120,240,10,120
ABBT0044530,Ang Spirit River 10-27              ,A6D7,Kelt Exploration Ltd.                     ,55.7905006,-119.1480026,5,0,0,120,240,10,120
ABBT0044551,Contour Retlaw 11-29-13-18          ,0PT6,545279 Alberta Limited                    ,50.1153984,-112.4300003,5,0,0,120,240,10,120
ABBT0044576,Amoco Markerville Gas Plant         ,0Z0H,Harvest Operations Corp.                  ,52.0626984,-114.2310028,5,0,0,120,240,10,120
ABBT0044601,Carolside 13-09-024-12w4            ,0HE9,Canadian Natural Resources Limited        ,51.0359001,-111.6299973,5,0,0,120,240,10,120
ABBT0044608,Anderson John Lake 13-16            ,0K29,Devon Canada Corporation                  ,53.757,-110.1009979,5,0,0,120,240,10,120
ABBT0044611,Bp Husky Benjamin 16-28-28-8 Wft    ,A5C4,Ikkuma Resources Corp.                    ,51.4294014,-115.0589981,5,0,0,120,240,10,120
ABBT0044632,Kaybob S 14-15-60-20w5              ,A5RX,Bonavista Energy Corporation              ,54.1940994,-116.9169998,5,0,0,120,240,10,120
ABBT0044645,Gulf Gilby 16-35                    ,A5D4,Cenovus Energy Inc.                       ,52.4921989,-114.3170013,5,0,0,120,240,10,120
ABBT0044651,Kaiser-Francis Hotchkiss 4-5        ,A7LX,Direct Oil & Gas Inc.                     ,57.2083015,-118.1320038,5,0,0,120,240,10,120
ABBT0044655,Pengrowth Trout 8-8                 ,A6CG,Highwood Oil Company Ltd.                 ,56.7900009,-114.4309998,5,0,0,120,240,10,120
ABBT0044664,Gulf Sylake 8-9                     ,A5D4,Cenovus Energy Inc.                       ,52.2517014,-114.5049973,5,0,0,120,240,10,120
ABBT0044668,Renaissance Killam 16-23            ,A6EF,Rally Canada Resources Ltd.               ,52.5485992,-111.9029999,5,0,0,120,240,10,120
ABBT0044687,Signalta Bigoray Ostracod G Unit 2  ,0BP8,Obsidian Energy Ltd.                      ,53.4342003,-115.1650009,5,0,0,120,240,10,120
ABBT0044705,Renaissance Cessford 9-34           ,0R89,Signalta Resources Limited                ,51.0904999,-111.5889969,5,0,0,120,240,10,120
ABBT0044712,Aec Suffield 4-3                    ,A7N1,IPC Alberta Ltd.                          ,50.5740013,-111.1790009,5,0,0,120,240,10,120
ABBT0044726,Northstar Crossfield 10-5           ,A5RX,Bonavista Energy Corporation              ,51.4547005,-114.2450027,5,0,0,120,240,10,120
ABBT0044738,Ranger Long Coulee 8-4              ,0YK4,Surge Energy Inc.                         ,50.3156013,-112.9629974,5,0,0,120,240,10,120
ABBT0044773,Petromet Kaybob 9-17                ,0AW4,Paramount Resources Ltd.                  ,54.2778015,-116.8050003,5,0,0,120,240,10,120
ABBT0044779,Amoco Caroline 2-4                  ,A2TG,TAQA North Ltd.                           ,51.9716988,-114.7959976,5,0,0,120,240,10,120
ABBT0044790,Huegler Pembina 12-3                ,A6JK,InPlay Oil Corp.                          ,53.1142006,-114.6569977,5,0,0,120,240,10,120
ABBT0044807,Gulf Sylake Lake 14-15              ,A5D4,Cenovus Energy Inc.                       ,52.2736015,-114.3499985,5,0,0,120,240,10,120
ABBT0044809,Fcpi Hayter 5-26                    ,0DZ7,Rife Resources Ltd.                       ,52.4687004,-110.0500031,5,0,0,120,240,10,120
ABBT0044821,Nul Kinsella Metered                ,A1GR,Pine Cliff Energy Ltd.                    ,53.1377983,-111.4769974,5,0,0,120,240,10,120
ABBT0044823,Nul Irma 12-1                       ,A1GR,Pine Cliff Energy Ltd.                    ,52.9398003,-111.185997,5,0,0,120,240,10,120
ABBT0044824,Nul Kinsella Unmetered              ,A1GR,Pine Cliff Energy Ltd.                    ,53.0469017,-111.5680008,5,0,0,120,240,10,120
ABBT0044828,Cabre Pcoupes                       ,A76W,Longshore Resources Ltd.                  ,55.6996002,-119.6389999,5,0,0,120,240,10,120
ABBT0044844,Chevron Homeglen-Rimbey 3-32        ,A5D4,Cenovus Energy Inc.                       ,52.7434006,-114.1139984,5,0,0,120,240,10,120
ABBT0044854,Sallee Chauvin South 4-7            ,0YK4,Surge Energy Inc.                         ,52.5959015,-110.1460037,5,0,0,120,240,10,120
ABBT0044856,Enerplus Kakwa Battery 10-3         ,A7GG,Kicking Horse Oil & Gas Ltd.              ,54.3359985,-118.5090027,5,0,0,120,240,10,120
ABBT0044872,Renaissance Ghost Pine 07-24        ,A663,Trident Exploration (Alberta) Corp.       ,51.7564011,-112.9899979,5,0,0,120,240,10,120
ABBT0044885,Cabre Provost 10-14                 ,A5RD,Enerplus Corporation                      ,52.3557014,-110.3259964,5,0,0,120,240,10,120
ABBT0044889,Pinnacle Provost 7-1                ,0YK4,Surge Energy Inc.                         ,52.3230019,-110.302002,5,0,0,120,240,10,120
ABBT0044890,Masters Long Coulee 16-17-15-22w4   ,A306,Thoroughbred Energy Ltd.                  ,50.2645988,-112.9860001,5,0,0,120,240,10,120
ABBT0044912,Cdn 88 Energy Lanaway 7-7           ,A63R,Sitka Exploration Ltd.                    ,52.0772018,-114.5579987,5,0,0,120,240,10,120
ABBT0044913,Pcp Provost Bty 9-7                 ,0Z0H,Harvest Operations Corp.                  ,51.9920006,-110.8410034,5,0,0,120,240,10,120
ABBT0044940,Eagle Provost 3a-29                 ,A7BY,Cleo Energy Corp.                         ,52.0284996,-110.8290024,5,0,0,120,240,10,120
ABBT0044952,Morrison Provost 4-2                ,0Z0H,Harvest Operations Corp.                  ,52.4940987,-111.4889984,5,0,0,120,240,10,120
ABBT0044977,Cabre Valhalla 7-31                 ,A76W,Longshore Resources Ltd.                  ,55.6268005,-119.2249985,5,0,0,120,240,10,120
ABBT0044978,Pyramid Resources Ltd               ,A663,Trident Exploration (Alberta) Corp.       ,52.6576004,-113.3359985,5,0,0,120,240,10,120
ABBT0045018,Carolside 14-09-024-12w4            ,0HE9,Canadian Natural Resources Limited        ,51.0359001,-111.6240005,5,0,0,120,240,10,120
ABBT0045065,Renaissance Provost Lloyd 8c-12     ,0YK4,Surge Energy Inc.                         ,52.4249001,-110.2959976,5,0,0,120,240,10,120
ABBT0045072,Tbe E Cadogan 4-10-38-03w40         ,A7H7,West Lake Energy Corp.                    ,52.2467995,-110.3590012,5,0,0,120,240,10,120
ABBT0045076,Bear Trap 08-16-061-04w4            ,0HE9,Canadian Natural Resources Limited        ,54.2734985,-110.5329971,5,0,0,120,240,10,120
ABBT0045123,Archer Res Wildunn Creek 15-32      ,0HE9,Canadian Natural Resources Limited        ,51.5307007,-111.935997,5,0,0,120,240,10,120
ABBT0045143,D Energy Bashaw 7-5-42-23w4         ,A663,Trident Exploration (Alberta) Corp.       ,52.5848999,-113.2770004,5,0,0,120,240,10,120
ABBT0045148,Amerada Hess Garrington Olds H.p.   ,0TM9,NAL Resources Limited                     ,51.6184006,-114.0749969,5,0,0,120,240,10,120
ABBT0045182,Gilby 16-36-039-01w5                ,0HE9,Canadian Natural Resources Limited        ,52.4048996,-114.0049973,5,0,0,120,240,10,120
ABBT0045186,Hess Cranberry 2-11                 ,0HE9,Canadian Natural Resources Limited        ,57.3972015,-118.362999,5,0,0,120,240,10,120
ABBT0045198,Fgpc Leedale 11-18                  ,A2PH,Journey Energy Inc.                       ,52.7071991,-114.4280014,5,0,0,120,240,10,120
ABBT0045200,Ferrier 8-10                        ,A2TG,TAQA North Ltd.                           ,52.5139999,-115.0599976,5,0,0,120,240,10,120
ABBT0045227,Atcor Bow Island Bi 12-23           ,A5M4,Manitok Energy Inc.                       ,49.838501,-111.6729965,5,0,0,120,240,10,120
ABBT0045329,Rtec Ferrier 7-32 Battery           ,A5RD,Enerplus Corporation                      ,52.4012985,-115.1380005,5,0,0,120,240,10,120
ABBT0045342,Pcp Countess Verger 8-21            ,A7NW,Torxen Energy Ltd.                        ,50.7957993,-112.0159988,5,0,0,120,240,10,120
ABBT0045348,Conwest Hillsdown 6-20-37-25        ,A2JR,Gear Energy Ltd.                          ,52.1921005,-113.5429993,5,0,0,120,240,10,120
ABBT0045352,Grand Forks 15-24 01-12-013-14w4    ,0HE9,Canadian Natural Resources Limited        ,50.0643005,-111.7819977,5,0,0,120,240,10,120
ABBT0045367,Alka Mitsue 5-32                    ,0JY1,Mistahiya Resources Ltd.                  ,55.3650017,-114.7419968,5,0,0,120,240,10,120
ABBT0045369,Petrorep Provost 10-19              ,A5TT,Tamarack Acquisition Corp.                ,52.0211983,-110.9899979,5,0,0,120,240,10,120
ABBT0045380,Fcpi Provost 1c-8                   ,A7WF,Battle River Energy Ltd.                  ,52.3338013,-110.6800003,5,0,0,120,240,10,120
ABBT0045407,Enerplus Kakwa Battery 4-25         ,A7GG,Kicking Horse Oil & Gas Ltd.              ,54.387001,-118.6220016,5,0,0,120,240,10,120
ABBT0045417,Cdnoxy Manir 14-21 Battery          ,0HE9,Canadian Natural Resources Limited        ,55.2560005,-118.401001,5,0,0,120,240,10,120
ABBT0045455,Colin Swan H                        ,A7ND,ACCEL Canada Holdings Limited             ,54.9468994,-115.2440033,5,0,0,120,240,10,120
ABBT0045468,Carolside 02-18-025-12w4            ,0HE9,Canadian Natural Resources Limited        ,51.1269989,-111.6650009,5,0,0,120,240,10,120
ABBT0045471,Vermilion Westpem 10-8-49-13        ,A6FW,Vermilion Energy Inc.                     ,53.2159996,-115.8639984,5,0,0,120,240,10,120
ABBT0045481,Total Gilby 3-34                    ,A7ME,Gain Energy Ltd.                          ,52.4813995,-114.2089996,5,0,0,120,240,10,120
ABBT0045541,Czar Drumheller 6-30                ,A517,Long Run Exploration Ltd.                 ,51.5960007,-112.8089981,5,0,0,120,240,10,120
ABBT0045552,Cjx Brant 12-15                     ,A2TG,TAQA North Ltd.                           ,50.5228996,-113.3659973,5,0,0,120,240,10,120
ABBT0045560,Halkirk 07-31-037-17w4              ,0HE9,Canadian Natural Resources Limited        ,52.221199,-112.4189987,5,0,0,120,240,10,120
ABBT0045578,Leo 04-20-035-17w4                  ,0HE9,Canadian Natural Resources Limited        ,52.0138016,-112.4069977,5,0,0,120,240,10,120
ABBT0045595,Bear Trap 09-06-061-04w4            ,0HE9,Canadian Natural Resources Limited        ,54.2480011,-110.5830002,5,0,0,120,240,10,120
ABBT0045616,Joss Grand Forks 8-35               ,A7AZ,SanLing Energy Ltd.                       ,49.9514999,-111.5309982,5,0,0,120,240,10,120
ABBT0045649,Crestar Med River 6-32              ,A5D4,Cenovus Energy Inc.                       ,52.4011002,-114.4059982,5,0,0,120,240,10,120
ABBT0045654,Lasmo Esther 16-18                  ,0BP8,Obsidian Energy Ltd.                      ,51.7490997,-110.1259995,5,0,0,120,240,10,120
ABBT0045695,Pcp Bassano 11-35                   ,A6A7,Cardinal Energy Ltd.                      ,50.8284988,-112.5350037,5,0,0,120,240,10,120
ABBT0045713,Westcoast Pine Creek 6-16           ,A5RX,Bonavista Energy Corporation              ,53.9249001,-116.7669983,5,0,0,120,240,10,120
ABBT0045714,Surat Swan Hills 2-5                ,A2PZ,KinMerc Oil & Gas Inc.                    ,55.114399,-115.6520004,5,0,0,120,240,10,120
ABBT0045718,Shell Caroline 12-35                ,A2F0,Shell Canada Energy                       ,51.9640999,-114.7549973,5,0,0,120,240,10,120
ABBT0045820,Cimarron Spring Co 10-13            ,A2J6,Crescent Point Energy Corp.               ,49.212101,-112.9729996,5,0,0,120,240,10,120
ABBT0045836,Cessford 02-08 14-09-024-12w4       ,0HE9,Canadian Natural Resources Limited        ,51.0359001,-111.6240005,5,0,0,120,240,10,120
ABBT0045840,Bp Pembina 6-30                     ,A68P,Canlin Resources Partnership              ,53.1688004,-115.4550018,5,0,0,120,240,10,120
ABBT0045907,Conwest Laglace 14-13               ,26,Encana Corporation                        ,55.4160004,-118.939003,5,0,0,120,240,10,120
ABBT0045908,Conwest Seximth 14-25               ,26,Encana Corporation                        ,55.4450989,-118.939003,5,0,0,120,240,10,120
ABBT0045932,Shouldice 2-11 06-01-019-23w4       ,0HE9,Canadian Natural Resources Limited        ,50.5778999,-113.0660019,5,0,0,120,240,10,120
ABBT0045972,Berry 07-20-028-12w4                ,A50K,Success Resources Ltd.                    ,51.4070015,-111.6549988,5,0,0,120,240,10,120
ABBT0046002,Cabre Elmworth 8-4                  ,A76W,Longshore Resources Ltd.                  ,54.9434013,-118.9950027,5,0,0,120,240,10,120
ABBT0046033,Discovery Leahurst 1-16             ,0HE9,Canadian Natural Resources Limited        ,52.2615013,-112.5080032,5,0,0,120,240,10,120
ABBT0046061,Rising Pembina 2-12                 ,0XZ4,Bonterra Energy Corp.                     ,53.1214981,-114.7419968,5,0,0,120,240,10,120
ABBT0046064,Colin Gordondale 11-26              ,A5M4,Manitok Energy Inc.                       ,55.8779984,-119.2949982,5,0,0,120,240,10,120
ABBT0046170,Alderson 4-29-14-10w4               ,0HE9,Canadian Natural Resources Limited        ,50.1955986,-111.3440018,5,0,0,120,240,10,120
ABBT0046185,Blue Range Clearhills 16-11         ,0HE9,Canadian Natural Resources Limited        ,56.6226997,-119.9469986,5,0,0,120,240,10,120
ABBT0046212,Stanford Wild River 14-36           ,0HE9,Canadian Natural Resources Limited        ,53.9756012,-117.2870026,5,0,0,120,240,10,120
ABBT0046275,Willgreen 16-11-40-5w5              ,A5D4,Cenovus Energy Inc.                       ,52.4339981,-114.6050034,5,0,0,120,240,10,120
ABBT0046281,Renaissance Taber Se 1-17           ,A5BL,Arrow Point Oil & Gas Ltd.                ,49.6422997,-111.9940033,5,0,0,120,240,10,120
ABBT0046294,Conoco Mudge 2-6                    ,0R46,Husky Oil Operations Limited              ,53.1068993,-116.7649994,5,0,0,120,240,10,120
ABBT0046304,Petro Canada Swan Hills 10-28       ,A7L1,Razor Energy Corp.                        ,54.8306007,-115.3079987,5,0,0,120,240,10,120
ABBT0046310,Ogy Trout 10-25                     ,A6CG,Highwood Oil Company Ltd.                 ,56.75,-114.4899979,5,0,0,120,240,10,120
ABBT0046326,Sceptre Carmangay 15-22             ,A74H,Houston Oil & Gas Ltd.                    ,50.1041985,-112.9250031,5,0,0,120,240,10,120
ABBT0046328,Dynalta Provost 16-24               ,A7BT,Karve Energy Inc.                         ,52.2865982,-111.5790024,5,0,0,120,240,10,120
ABBT0046333,Transwest Marie Lake 10-33          ,A6L2,Canadian Oil & Gas International Inc.     ,54.6697006,-110.3929977,5,0,0,120,240,10,120
ABBT0046335,Trilogy Kaybob South Bluesky 11-1   ,0AW4,Paramount Resources Ltd.                  ,54.0741005,-116.5670013,5,0,0,120,240,10,120
ABBT0046402,Bowtex Sylvan Lake 14-18            ,0Z0H,Harvest Operations Corp.                  ,52.1862984,-114.2779999,5,0,0,120,240,10,120
ABBT0046411,Queenstown 4-22-19-21w4             ,0HE9,Canadian Natural Resources Limited        ,50.6178017,-112.8410034,5,0,0,120,240,10,120
ABBT0046499,Renaissance Alderson 1-16           ,0HE9,Canadian Natural Resources Limited        ,50.5157013,-111.3130035,5,0,0,120,240,10,120
ABBT0046511,Journey Herronton 1-15              ,A2PH,Journey Energy Inc.                       ,50.6034012,-113.3779984,5,0,0,120,240,10,120
ABBT0046543,Garrington 08-05-37-5w5             ,A5D4,Cenovus Energy Inc.                       ,52.1500015,-114.6709976,5,0,0,120,240,10,120
ABBT0046584,Red Earth 1-24-90-10w5              ,0HE9,Canadian Natural Resources Limited        ,56.8154984,-115.4410019,5,0,0,120,240,10,120
ABBT0046617,Crestar Anselmo 10-25               ,0BP8,Obsidian Energy Ltd.                      ,53.9575996,-115.348999,5,0,0,120,240,10,120
ABBT0046626,Charlotte Lake 11-16-61-4w4         ,0HE9,Canadian Natural Resources Limited        ,54.2770996,-110.5459976,5,0,0,120,240,10,120
ABBT0046649,Amoc Hb Pembina 9-18                ,0BP8,Obsidian Energy Ltd.                      ,53.2305984,-115.2969971,5,0,0,120,240,10,120
ABBT0046688,Pc Whitecourt South Bty 12-26       ,A2TG,TAQA North Ltd.                           ,54.1323013,-115.5479965,5,0,0,120,240,10,120
ABBT0046692,Morrison Retlaw 14-36-12-19         ,A7AZ,SanLing Energy Ltd.                       ,50.0460014,-112.4759979,5,0,0,120,240,10,120
ABBT0046727,Tarragon Mikwan 3-4                 ,A7H2,AlphaBow Energy Ltd.                      ,52.0574989,-113.2340012,5,0,0,120,240,10,120
ABBT0046742,Nco Little Bow 8-29                 ,0MP9,Zargon Oil & Gas Ltd.                     ,50.1991005,-112.4189987,5,0,0,120,240,10,120
ABBT0046765,Frog Lake N.e. Pad 9-32-55-3w4      ,0HE9,Canadian Natural Resources Limited        ,53.7967987,-110.4049988,5,0,0,120,240,10,120
ABBT0046785,Colin Hillsdown 11-26 Gas Group     ,A5M4,Manitok Energy Inc.                       ,55.8779984,-119.2949982,5,0,0,120,240,10,120
ABBT0046786,Samson Panny 8-3 Battery            ,A6AG,Crimson Oil & Gas Ltd.                    ,57.2994003,-114.7089996,5,0,0,120,240,10,120
ABBT0046795,Intensity Coutts 12-27-1-16         ,A2J6,Crescent Point Energy Corp.               ,49.0663986,-112.072998,5,0,0,120,240,10,120
ABBT0046797,Chevron Hotchkiss 8-14              ,0YK4,Surge Energy Inc.                         ,57.0665016,-118.0309982,5,0,0,120,240,10,120
ABBT0046808,Nul Viking 6-2                      ,A1GR,Pine Cliff Energy Ltd.                    ,53.1959,-111.8000031,5,0,0,120,240,10,120
ABBT0046838,Norcen Provost 14-32                ,A60R,Caltex Resources Ltd.                     ,52.1411018,-110.1149979,5,0,0,120,240,10,120
ABBT0046840,Cnd Oxy Heldar 10-18                ,A662,Point Loma Resources Ltd.                 ,54.0152016,-114.8789978,5,0,0,120,240,10,120
ABBT0046847,Pinnacle Baptiste 14-25             ,0R46,Husky Oil Operations Limited              ,54.9202995,-113.3769989,5,0,0,120,240,10,120
ABBT0046856,Chauvco Provost 9-35                ,A6DE,Sekur Energy Management Corp.             ,51.9636002,-111.0240021,5,0,0,120,240,10,120
