facility_ID,lat,lon,OGI_required_surveys,truck_required_surveys,aircraft_required_surveys,OGI_time,aircraft_time,truck_time,OGI_FU_time
ABRAND00892,52.55,-114.27,1,4,6,120,5,30,120
ABRAND00893,52.79,-114.27,1,4,6,120,5,30,120
ABRAND00894,52.89,-114.27,1,4,6,120,5,30,120
ABRAND00895,52.76,-114.27,3,4,6,120,5,30,120
ABRAND00896,51.99,-114.27,1,4,6,120,5,30,120
ABRAND00897,52.67,-114.26,1,4,6,120,5,30,120
ABRAND00898,52.88,-114.26,1,4,6,120,5,30,120
ABRAND00899,52.56,-114.26,1,4,6,120,5,30,120
ABRAND00900,52.48,-114.26,1,4,6,120,5,30,120
ABRAND00901,55.52,-114.25,1,4,6,120,5,30,120
ABRAND00902,52.44,-114.25,1,4,6,120,5,30,120
ABRAND00903,52.51,-114.25,1,4,6,120,5,30,120
ABRAND00904,52.55,-114.25,1,4,6,120,5,30,120
ABRAND00905,52.44,-114.24,1,4,6,120,5,30,120
ABRAND00906,52.85,-114.24,3,4,6,120,5,30,120
ABRAND00907,52.53,-114.24,1,4,6,120,5,30,120
ABRAND00908,52.45,-114.24,1,4,6,120,5,30,120
ABRAND00909,52.38,-114.24,1,4,6,120,5,30,120
ABRAND00910,52.85,-114.24,3,4,6,120,5,30,120
ABRAND00911,52.31,-114.24,3,4,6,120,5,30,120
ABRAND00912,52.41,-114.23,1,4,6,120,5,30,120
ABRAND00913,52.85,-114.23,1,4,6,120,5,30,120
ABRAND00914,52.49,-114.23,3,4,6,120,5,30,120
ABRAND00915,52.64,-114.23,1,4,6,120,5,30,120
ABRAND00916,52.7,-114.23,1,4,6,120,5,30,120
ABRAND00917,52.9,-114.23,3,4,6,120,5,30,120
ABRAND00918,52.78,-114.22,1,4,6,120,5,30,120
ABRAND00919,52.7,-114.22,1,4,6,120,5,30,120
ABRAND00920,52.44,-114.22,1,4,6,120,5,30,120
ABRAND00921,52.82,-114.22,1,4,6,120,5,30,120
ABRAND00922,52.7,-114.21,1,4,6,120,5,30,120
ABRAND00923,52.63,-114.21,1,4,6,120,5,30,120
ABRAND00924,52.68,-114.21,1,4,6,120,5,30,120
ABRAND00925,52.7,-114.21,1,4,6,120,5,30,120
ABRAND00926,52.67,-114.2,1,4,6,120,5,30,120
ABRAND00927,52.42,-114.19,1,4,6,120,5,30,120
ABRAND00928,52.72,-114.19,1,4,6,120,5,30,120
ABRAND00929,52.33,-114.19,3,4,6,120,5,30,120
ABRAND00930,52.81,-114.19,1,4,6,120,5,30,120
ABRAND00931,52.49,-114.19,1,4,6,120,5,30,120
ABRAND00932,52.56,-114.19,1,4,6,120,5,30,120
ABRAND00933,52.96,-114.18,1,4,6,120,5,30,120
ABRAND00934,52.45,-114.18,1,4,6,120,5,30,120
ABRAND00935,52.76,-114.18,1,4,6,120,5,30,120
ABRAND00936,52.42,-114.18,3,4,6,120,5,30,120
ABRAND00937,52.89,-114.18,3,4,6,120,5,30,120
ABRAND00938,52.81,-114.18,1,4,6,120,5,30,120
ABRAND00939,52.59,-114.17,1,4,6,120,5,30,120
ABRAND00940,52.43,-114.17,1,4,6,120,5,30,120
ABRAND00941,52.89,-114.17,1,4,6,120,5,30,120
ABRAND00942,52.87,-114.17,1,4,6,120,5,30,120
ABRAND00943,52.68,-114.17,1,4,6,120,5,30,120
ABRAND00944,52.45,-114.16,1,4,6,120,5,30,120
ABRAND00945,52.67,-114.16,1,4,6,120,5,30,120
ABRAND00946,52.76,-114.16,1,4,6,120,5,30,120
ABRAND00947,52.41,-114.15,1,4,6,120,5,30,120
ABRAND00948,52.19,-114.15,3,4,6,120,5,30,120
ABRAND00949,52.58,-114.15,1,4,6,120,5,30,120
ABRAND00950,52.63,-114.14,1,4,6,120,5,30,120
ABRAND00951,52.7,-114.14,1,4,6,120,5,30,120
ABRAND00952,52.79,-114.14,1,4,6,120,5,30,120
ABRAND00953,52.56,-114.14,1,4,6,120,5,30,120
ABRAND00954,52.14,-114.13,1,4,6,120,5,30,120
ABRAND00955,52.89,-114.13,1,4,6,120,5,30,120
ABRAND00956,52.85,-114.12,1,4,6,120,5,30,120
ABRAND00957,52.9,-114.12,1,4,6,120,5,30,120
ABRAND00958,52.83,-114.12,1,4,6,120,5,30,120
ABRAND00959,52.81,-114.12,1,4,6,120,5,30,120
ABRAND00960,52.22,-114.11,1,4,6,120,5,30,120
ABRAND00961,52.71,-114.11,1,4,6,120,5,30,120
ABRAND00962,52.21,-114.11,1,4,6,120,5,30,120
ABRAND00963,52.76,-114.11,1,4,6,120,5,30,120
ABRAND00964,52.8,-114.1,1,4,6,120,5,30,120
ABRAND00965,52.67,-114.1,1,4,6,120,5,30,120
ABRAND00966,52.33,-114.09,1,4,6,120,5,30,120
ABRAND00967,52.75,-114.09,1,4,6,120,5,30,120
ABRAND00968,52.99,-114.09,1,4,6,120,5,30,120
ABRAND00969,52.6,-114.09,1,4,6,120,5,30,120
ABRAND00970,52.74,-114.08,1,4,6,120,5,30,120
ABRAND00971,52.83,-114.08,1,4,6,120,5,30,120
ABRAND00972,53.04,-114.08,1,4,6,120,5,30,120
ABRAND00973,52.73,-114.07,1,4,6,120,5,30,120
ABRAND00974,52.57,-114.06,1,4,6,120,5,30,120
ABRAND00975,52.68,-114.06,1,4,6,120,5,30,120
ABRAND00976,56.07,-114.05,1,4,6,120,5,30,120
ABRAND00977,52.98,-114.05,1,4,6,120,5,30,120
ABRAND00978,52.74,-114.05,1,4,6,120,5,30,120
ABRAND00979,52.8,-114.04,1,4,6,120,5,30,120
ABRAND00980,52.66,-114.04,1,4,6,120,5,30,120
ABRAND00981,52.69,-114.04,1,4,6,120,5,30,120
ABRAND00982,52.7,-114.04,1,4,6,120,5,30,120
ABRAND00983,52.83,-114.04,1,4,6,120,5,30,120
ABRAND00984,52.71,-114.04,1,4,6,120,5,30,120
ABRAND00985,52.95,-114.03,1,4,6,120,5,30,120
ABRAND00986,52.76,-114.02,1,4,6,120,5,30,120
ABRAND00987,52.77,-114.02,1,4,6,120,5,30,120
ABRAND00988,52.69,-114.02,3,4,6,120,5,30,120
ABRAND00989,52.64,-114.02,1,4,6,120,5,30,120
ABRAND00990,52.97,-114.01,1,4,6,120,5,30,120
ABRAND00991,52.86,-114,1,4,6,120,5,30,120
ABRAND00992,52.77,-113.99,1,4,6,120,5,30,120
ABRAND00993,52.59,-113.99,1,4,6,120,5,30,120
ABRAND00994,52.92,-113.99,1,4,6,120,5,30,120
ABRAND00995,52.89,-113.99,1,4,6,120,5,30,120
ABRAND00996,52.74,-113.98,1,4,6,120,5,30,120
ABRAND00997,52.91,-113.96,1,4,6,120,5,30,120
ABRAND00998,52.77,-113.94,1,4,6,120,5,30,120
ABRAND00999,55.62,-113.94,3,4,6,120,5,30,120
ABRAND01000,52.84,-113.93,1,4,6,120,5,30,120
ABRAND01001,52.42,-113.92,3,4,6,120,5,30,120
ABRAND01002,53.06,-113.92,1,4,6,120,5,30,120
ABRAND01003,52.9,-113.91,1,4,6,120,5,30,120
ABRAND01004,52.94,-113.91,3,4,6,120,5,30,120
ABRAND01005,52.96,-113.91,1,4,6,120,5,30,120
ABRAND01006,50.19,-113.9,3,4,6,120,5,30,120
ABRAND01007,53.01,-113.88,1,4,6,120,5,30,120
ABRAND01008,52.77,-113.88,1,4,6,120,5,30,120
ABRAND01009,52.73,-113.86,1,4,6,120,5,30,120
ABRAND01010,53.28,-113.86,1,4,6,120,5,30,120
ABRAND01011,55.66,-113.86,3,4,6,120,5,30,120
ABRAND01012,55.51,-113.85,1,4,6,120,5,30,120
ABRAND01013,52.96,-113.85,1,4,6,120,5,30,120
ABRAND01014,52.88,-113.8,3,4,6,120,5,30,120
ABRAND01015,55.51,-113.8,1,4,6,120,5,30,120
ABRAND01016,53.74,-113.8,3,4,6,120,5,30,120
ABRAND01017,53.7,-113.77,3,4,6,120,5,30,120
ABRAND01018,50.22,-113.66,3,4,6,120,5,30,120
ABRAND01019,50.42,-113.61,3,4,6,120,5,30,120
ABRAND01020,50.2,-113.55,3,4,6,120,5,30,120
ABRAND01021,51.01,-113.52,1,4,6,120,5,30,120
ABRAND01022,53.76,-113.51,3,4,6,120,5,30,120
ABRAND01023,55.4,-113.5,3,4,6,120,5,30,120
ABRAND01024,56.19,-113.48,1,4,6,120,5,30,120
ABRAND01025,55.63,-113.44,3,4,6,120,5,30,120
ABRAND01026,50.76,-113.43,3,4,6,120,5,30,120
ABRAND01027,56.22,-113.41,1,4,6,120,5,30,120
ABRAND01028,56.12,-113.37,1,4,6,120,5,30,120
ABRAND01029,52.02,-113.37,3,4,6,120,5,30,120
ABRAND01030,50.11,-113.36,3,4,6,120,5,30,120
ABRAND01031,50.43,-113.26,1,4,6,120,5,30,120
ABRAND01032,51.68,-113.26,3,4,6,120,5,30,120
ABRAND01033,56.26,-113.24,1,4,6,120,5,30,120
ABRAND01034,51.38,-113.24,3,4,6,120,5,30,120
ABRAND01035,56.1,-113.23,1,4,6,120,5,30,120
ABRAND01036,50.34,-113.23,3,4,6,120,5,30,120
ABRAND01037,56.42,-113.19,1,4,6,120,5,30,120
ABRAND01038,53.72,-113.16,3,4,6,120,5,30,120
ABRAND01039,53.87,-113.14,3,4,6,120,5,30,120
ABRAND01040,51.61,-113.12,3,4,6,120,5,30,120
ABRAND01041,56.11,-113.12,1,4,6,120,5,30,120
ABRAND01042,51.66,-113.08,3,4,6,120,5,30,120
ABRAND01043,51.67,-113.06,3,4,6,120,5,30,120
ABRAND01044,51.92,-113.05,3,4,6,120,5,30,120
ABRAND01045,56.05,-113.03,1,4,6,120,5,30,120
ABRAND01046,56.22,-113,1,4,6,120,5,30,120
ABRAND01047,51.48,-112.99,3,4,6,120,5,30,120
ABRAND01048,51.84,-112.95,3,4,6,120,5,30,120
ABRAND01049,51.41,-112.94,3,4,6,120,5,30,120
ABRAND01050,56.17,-112.93,1,4,6,120,5,30,120
ABRAND01051,51.58,-112.92,3,4,6,120,5,30,120
ABRAND01052,56.17,-112.92,1,4,6,120,5,30,120
ABRAND01053,51.72,-112.9,3,4,6,120,5,30,120
ABRAND01054,51.68,-112.88,3,4,6,120,5,30,120
ABRAND01055,51.75,-112.86,3,4,6,120,5,30,120
ABRAND01056,54.6,-112.86,3,4,6,120,5,30,120
ABRAND01057,56.23,-112.85,1,4,6,120,5,30,120
ABRAND01058,56.27,-112.85,1,4,6,120,5,30,120
ABRAND01059,51.81,-112.8,1,4,6,120,5,30,120
ABRAND01060,56.07,-112.78,1,4,6,120,5,30,120
ABRAND01061,50.17,-112.78,1,4,6,120,5,30,120
ABRAND01062,50.46,-112.78,1,4,6,120,5,30,120
ABRAND01063,50.3,-112.77,1,4,6,120,5,30,120
ABRAND01064,56.1,-112.75,1,4,6,120,5,30,120
ABRAND01065,51.69,-112.69,3,4,6,120,5,30,120
ABRAND01066,51.74,-112.68,3,4,6,120,5,30,120
ABRAND01067,50.17,-112.68,3,4,6,120,5,30,120
ABRAND01068,51.66,-112.62,3,4,6,120,5,30,120
ABRAND01069,50.42,-112.61,1,4,6,120,5,30,120
ABRAND01070,54.43,-112.55,3,4,6,120,5,30,120
ABRAND01071,56.15,-112.46,1,4,6,120,5,30,120
ABRAND01072,54.17,-112.4,3,4,6,120,5,30,120
ABRAND01073,50.15,-112.32,3,4,6,120,5,30,120
ABRAND01074,50.13,-112.29,3,4,6,120,5,30,120
ABRAND01075,51.05,-112.29,3,4,6,120,5,30,120
ABRAND01076,52.95,-112.2,3,4,6,120,5,30,120
ABRAND01077,52.15,-112.13,3,4,6,120,5,30,120
ABRAND01078,50.2,-112.1,3,4,6,120,5,30,120
ABRAND01079,51.07,-112.03,3,4,6,120,5,30,120
ABRAND01080,53.06,-112.03,3,4,6,120,5,30,120
ABRAND01081,51.11,-111.93,3,4,6,120,5,30,120
ABRAND01082,52.86,-111.77,3,4,6,120,5,30,120
ABRAND01083,52.87,-111.75,3,4,6,120,5,30,120
ABRAND01084,51.02,-111.72,3,4,6,120,5,30,120
ABRAND01085,52.86,-111.68,1,4,6,120,5,30,120
ABRAND01086,51.03,-111.55,3,4,6,120,5,30,120
ABRAND01087,51.04,-111.52,3,4,6,120,5,30,120
ABRAND01088,50.97,-111.51,3,4,6,120,5,30,120
ABRAND01089,51.04,-111.48,3,4,6,120,5,30,120
ABRAND01090,51.2,-111.47,3,4,6,120,5,30,120
ABRAND01091,50.8,-111.46,3,4,6,120,5,30,120
ABRAND01092,55.24,-111.44,3,4,6,120,5,30,120
ABRAND01093,55.92,-111.38,3,4,6,120,5,30,120
ABRAND01094,49.68,-111.37,3,4,6,120,5,30,120
ABRAND01095,51.31,-111.35,3,4,6,120,5,30,120
ABRAND01096,49.12,-111.35,3,4,6,120,5,30,120
ABRAND01097,55.73,-111.34,3,4,6,120,5,30,120
ABRAND01098,50.15,-111.33,3,4,6,120,5,30,120
ABRAND01099,50.23,-111.31,3,4,6,120,5,30,120
ABRAND01100,50.16,-111.3,3,4,6,120,5,30,120
ABRAND01101,50.36,-111.26,3,4,6,120,5,30,120
ABRAND01102,50.5,-111.25,3,4,6,120,5,30,120
ABRAND01103,50.43,-111.23,3,4,6,120,5,30,120
ABRAND01104,55.79,-111.22,3,4,6,120,5,30,120
ABRAND01105,50.74,-111.21,3,4,6,120,5,30,120
ABRAND01106,55.03,-111.09,3,4,6,120,5,30,120
ABRAND01107,49.2,-111.08,3,4,6,120,5,30,120
ABRAND01108,55.65,-111.05,3,4,6,120,5,30,120
ABRAND01109,49.39,-110.99,3,4,6,120,5,30,120
ABRAND01110,55.36,-110.99,3,4,6,120,5,30,120
ABRAND01111,50.19,-110.98,3,4,6,120,5,30,120
ABRAND01112,55.76,-110.97,1,4,6,120,5,30,120
ABRAND01113,50.22,-110.96,3,4,6,120,5,30,120
ABRAND01114,55.3,-110.95,1,4,6,120,5,30,120
ABRAND01115,55.82,-110.95,1,4,6,120,5,30,120
ABRAND01116,50.04,-110.95,3,4,6,120,5,30,120
ABRAND01117,50.17,-110.93,3,4,6,120,5,30,120
ABRAND01118,49.06,-110.92,3,4,6,120,5,30,120
ABRAND01119,55.25,-110.9,3,4,6,120,5,30,120
ABRAND01120,55.51,-110.88,1,4,6,120,5,30,120
ABRAND01121,55.13,-110.88,3,4,6,120,5,30,120
ABRAND01122,55.22,-110.85,1,4,6,120,5,30,120
ABRAND01123,55.14,-110.82,3,4,6,120,5,30,120
ABRAND01124,55.34,-110.79,3,4,6,120,5,30,120
ABRAND01125,50.35,-110.77,1,4,6,120,5,30,120
ABRAND01126,55.46,-110.77,1,4,6,120,5,30,120
ABRAND01127,50.75,-110.76,3,4,6,120,5,30,120
ABRAND01128,50.29,-110.76,3,4,6,120,5,30,120
ABRAND01129,55.52,-110.76,1,4,6,120,5,30,120
ABRAND01130,55.06,-110.75,3,4,6,120,5,30,120
ABRAND01131,55.1,-110.73,1,4,6,120,5,30,120
ABRAND01132,50.55,-110.71,1,4,6,120,5,30,120
ABRAND01133,54.71,-110.71,3,4,6,120,5,30,120
ABRAND01134,54.76,-110.71,1,4,6,120,5,30,120
ABRAND01135,54.97,-110.7,3,4,6,120,5,30,120
ABRAND01136,54.9,-110.68,1,4,6,120,5,30,120
ABRAND01137,55.83,-110.68,3,4,6,120,5,30,120
ABRAND01138,54.86,-110.67,3,4,6,120,5,30,120
ABRAND01139,55.1,-110.67,3,4,6,120,5,30,120
ABRAND01140,50.42,-110.66,3,4,6,120,5,30,120
ABRAND01141,55.11,-110.65,3,4,6,120,5,30,120
ABRAND01142,54.83,-110.63,3,4,6,120,5,30,120
ABRAND01143,55.13,-110.62,3,4,6,120,5,30,120
ABRAND01144,55.24,-110.6,1,4,6,120,5,30,120
ABRAND01145,55.15,-110.6,3,4,6,120,5,30,120
ABRAND01146,54.99,-110.59,1,4,6,120,5,30,120
ABRAND01147,54.93,-110.57,1,4,6,120,5,30,120
ABRAND01148,55.08,-110.57,3,4,6,120,5,30,120
ABRAND01149,54.79,-110.54,3,4,6,120,5,30,120
ABRAND01150,50.58,-110.53,3,4,6,120,5,30,120
ABRAND01151,55.09,-110.53,1,4,6,120,5,30,120
ABRAND01152,54.98,-110.51,1,4,6,120,5,30,120
ABRAND01153,54.87,-110.51,3,4,6,120,5,30,120
ABRAND01154,55,-110.5,1,4,6,120,5,30,120
ABRAND01155,55.28,-110.49,3,4,6,120,5,30,120
ABRAND01156,55.05,-110.49,3,4,6,120,5,30,120
ABRAND01157,54.71,-110.48,3,4,6,120,5,30,120
ABRAND01158,54.96,-110.48,3,4,6,120,5,30,120
ABRAND01159,55.1,-110.47,3,4,6,120,5,30,120
ABRAND01160,55.02,-110.45,3,4,6,120,5,30,120
ABRAND01161,55.39,-110.45,3,4,6,120,5,30,120
ABRAND01162,50.7,-110.44,3,4,6,120,5,30,120
ABRAND01163,50.4,-110.44,3,4,6,120,5,30,120
ABRAND01164,55.19,-110.43,3,4,6,120,5,30,120
ABRAND01165,54.99,-110.43,3,4,6,120,5,30,120
ABRAND01166,54.76,-110.4,3,4,6,120,5,30,120
ABRAND01167,55.26,-110.32,1,4,6,120,5,30,120
ABRAND01168,49.43,-110.31,3,4,6,120,5,30,120
ABRAND01169,54.64,-110.27,3,4,6,120,5,30,120
