facility_ID,subtype_code,lat,lon,OGI_required_surveys,OGI_required_surveys_AER,truck_required_surveys,aircraft_required_surveys,OGI_time,aircraft_time,truck_time,OGI_FU_time
ABRAND00105,601,55.84,-119.42,3,1,4,6,120,5,30,120
ABRAND00106,311,55.2,-119.4,3,1,4,6,120,5,30,120
ABRAND00107,601,54.9,-119.4,3,3,4,6,120,5,30,120
ABRAND00108,601,54.82,-119.39,3,3,4,6,120,5,30,120
ABRAND00109,321,54.68,-119.38,3,1,4,6,120,5,30,120
ABRAND00110,601,54.85,-119.38,3,3,4,6,120,5,30,120
ABRAND00111,601,55.55,-119.38,3,3,4,6,120,5,30,120
ABRAND00112,601,55.11,-119.38,3,3,4,6,120,5,30,120
ABRAND00113,601,54.91,-119.38,3,3,4,6,120,5,30,120
ABRAND00114,601,55.12,-119.37,3,1,4,6,120,5,30,120
ABRAND00115,601,54.86,-119.36,3,3,4,6,120,5,30,120
ABRAND00116,601,55.29,-119.34,3,3,4,6,120,5,30,120
ABRAND00117,311,55.4,-119.34,3,1,4,6,120,5,30,120
ABRAND00118,311,55.33,-119.33,3,1,4,6,120,5,30,120
ABRAND00119,601,55.6,-119.32,3,3,4,6,120,5,30,120
ABRAND00120,601,54.94,-119.32,3,3,4,6,120,5,30,120
ABRAND00121,601,55.44,-119.3,3,3,4,6,120,5,30,120
ABRAND00122,601,54.73,-119.3,3,3,4,6,120,5,30,120
ABRAND00123,601,55.02,-119.3,3,3,4,6,120,5,30,120
ABRAND00124,601,54.83,-119.3,3,3,4,6,120,5,30,120
ABRAND00125,601,54.95,-119.29,3,3,4,6,120,5,30,120
ABRAND00126,601,54.9,-119.29,3,3,4,6,120,5,30,120
ABRAND00127,601,55.09,-119.29,3,3,4,6,120,5,30,120
ABRAND00128,601,54.86,-119.27,3,3,4,6,120,5,30,120
ABRAND00129,601,54.66,-119.26,3,3,4,6,120,5,30,120
ABRAND00130,601,54.61,-119.26,3,3,4,6,120,5,30,120
ABRAND00131,601,54.9,-119.26,3,3,4,6,120,5,30,120
ABRAND00132,351,55.27,-119.26,3,1,4,6,120,5,30,120
ABRAND00133,601,54.99,-119.26,3,3,4,6,120,5,30,120
ABRAND00134,601,55.38,-119.24,3,1,4,6,120,5,30,120
ABRAND00135,601,55.29,-119.24,3,3,4,6,120,5,30,120
ABRAND00136,601,55.43,-119.24,3,1,4,6,120,5,30,120
ABRAND00137,311,55.32,-119.23,3,1,4,6,120,5,30,120
ABRAND00138,601,55.35,-119.22,3,1,4,6,120,5,30,120
ABRAND00139,601,55.02,-119.19,3,3,4,6,120,5,30,120
ABRAND00140,601,55.3,-119.19,3,1,4,6,120,5,30,120
ABRAND00141,351,54.52,-119.18,3,1,4,6,120,5,30,120
ABRAND00142,601,55.08,-119.17,3,3,4,6,120,5,30,120
ABRAND00143,601,54.51,-119.17,3,3,4,6,120,5,30,120
ABRAND00144,601,54.7,-119.15,3,3,4,6,120,5,30,120
ABRAND00145,601,55.56,-119.15,3,3,4,6,120,5,30,120
ABRAND00146,351,54.43,-119.15,3,1,4,6,120,5,30,120
ABRAND00147,601,54.88,-119.14,3,3,4,6,120,5,30,120
ABRAND00148,601,54.97,-119.14,3,3,4,6,120,5,30,120
ABRAND00149,351,54.54,-119.14,3,1,4,6,120,5,30,120
ABRAND00150,351,54.71,-119.13,3,1,4,6,120,5,30,120
ABRAND00151,601,54.23,-119.13,3,3,4,6,120,5,30,120
ABRAND00152,601,54.8,-119.12,3,3,4,6,120,5,30,120
ABRAND00153,601,54.58,-119.12,3,3,4,6,120,5,30,120
ABRAND00154,601,54.95,-119.11,3,3,4,6,120,5,30,120
ABRAND00155,601,54.8,-119.1,3,3,4,6,120,5,30,120
ABRAND00156,362,54.63,-119.09,3,1,4,6,120,5,30,120
ABRAND00157,351,54.56,-119.09,3,1,4,6,120,5,30,120
ABRAND00158,351,54.38,-119.07,3,1,4,6,120,5,30,120
ABRAND00159,601,54.79,-119.06,3,3,4,6,120,5,30,120
ABRAND00160,601,54.76,-119.04,3,3,4,6,120,5,30,120
ABRAND00161,351,54.57,-119.03,3,1,4,6,120,5,30,120
ABRAND00162,601,54.7,-119.03,3,3,4,6,120,5,30,120
ABRAND00163,351,54.45,-119.02,3,1,4,6,120,5,30,120
ABRAND00164,351,54.52,-119.01,3,1,4,6,120,5,30,120
ABRAND00165,601,55.6,-119,3,1,4,6,120,5,30,120
ABRAND00166,601,55.25,-119,3,3,4,6,120,5,30,120
ABRAND00167,621,54.36,-118.99,3,3,4,6,120,5,30,120
ABRAND00168,351,54.5,-118.98,3,1,4,6,120,5,30,120
ABRAND00169,601,54.69,-118.97,3,3,4,6,120,5,30,120
ABRAND00170,601,55.34,-118.96,3,3,4,6,120,5,30,120
ABRAND00171,351,54.42,-118.95,3,1,4,6,120,5,30,120
ABRAND00172,351,54.44,-118.94,3,1,4,6,120,5,30,120
ABRAND00173,351,54.43,-118.94,3,1,4,6,120,5,30,120
ABRAND00174,351,54.54,-118.94,3,1,4,6,120,5,30,120
ABRAND00175,601,55.34,-118.94,3,3,4,6,120,5,30,120
ABRAND00176,361,54.42,-118.93,3,1,4,6,120,5,30,120
ABRAND00177,601,54.62,-118.91,3,3,4,6,120,5,30,120
ABRAND00178,351,54.22,-118.91,3,1,4,6,120,5,30,120
ABRAND00179,601,54.72,-118.9,3,3,4,6,120,5,30,120
ABRAND00180,601,54.53,-118.89,3,3,4,6,120,5,30,120
ABRAND00181,351,54.38,-118.89,3,1,4,6,120,5,30,120
ABRAND00182,601,54.95,-118.88,3,3,4,6,120,5,30,120
ABRAND00183,351,54.42,-118.87,3,1,4,6,120,5,30,120
ABRAND00184,351,54.65,-118.86,3,1,4,6,120,5,30,120
ABRAND00185,351,54.5,-118.86,3,1,4,6,120,5,30,120
ABRAND00186,351,54.34,-118.86,3,1,4,6,120,5,30,120
ABRAND00187,621,54.65,-118.85,3,3,4,6,120,5,30,120
ABRAND00188,351,54.37,-118.85,3,1,4,6,120,5,30,120
ABRAND00189,351,54.46,-118.82,3,1,4,6,120,5,30,120
ABRAND00190,601,54.43,-118.82,3,3,4,6,120,5,30,120
ABRAND00191,351,54.12,-118.81,3,1,4,6,120,5,30,120
ABRAND00192,322,54.49,-118.81,3,1,4,6,120,5,30,120
ABRAND00193,351,54.5,-118.8,3,1,4,6,120,5,30,120
ABRAND00194,601,54.55,-118.8,3,3,4,6,120,5,30,120
ABRAND00195,351,54.52,-118.79,3,1,4,6,120,5,30,120
ABRAND00196,601,54.93,-118.79,3,3,4,6,120,5,30,120
ABRAND00197,351,54.54,-118.78,3,1,4,6,120,5,30,120
ABRAND00198,351,54.31,-118.78,3,1,4,6,120,5,30,120
ABRAND00199,621,54.41,-118.77,3,3,4,6,120,5,30,120
ABRAND00200,351,54.45,-118.76,3,1,4,6,120,5,30,120
ABRAND00201,351,54.53,-118.76,3,1,4,6,120,5,30,120
ABRAND00202,351,54.32,-118.75,3,1,4,6,120,5,30,120
ABRAND00203,621,54.37,-118.75,3,3,4,6,120,5,30,120
ABRAND00204,351,54.23,-118.75,3,1,4,6,120,5,30,120
ABRAND00205,351,54.47,-118.75,3,1,4,6,120,5,30,120
ABRAND00206,351,54.2,-118.74,3,1,4,6,120,5,30,120
ABRAND00207,351,54.46,-118.74,3,1,4,6,120,5,30,120
ABRAND00208,351,54.34,-118.72,3,1,4,6,120,5,30,120
ABRAND00209,351,54.25,-118.72,3,1,4,6,120,5,30,120
ABRAND00210,351,54.19,-118.72,3,1,4,6,120,5,30,120
ABRAND00211,351,54.54,-118.72,3,1,4,6,120,5,30,120
ABRAND00212,351,54.53,-118.71,3,1,4,6,120,5,30,120
ABRAND00213,351,54.36,-118.71,3,1,4,6,120,5,30,120
ABRAND00214,351,54.45,-118.7,3,1,4,6,120,5,30,120
ABRAND00215,601,54.36,-118.7,3,3,4,6,120,5,30,120
ABRAND00216,351,54.19,-118.7,3,1,4,6,120,5,30,120
ABRAND00217,351,54.44,-118.7,3,1,4,6,120,5,30,120
ABRAND00218,351,54.35,-118.69,3,1,4,6,120,5,30,120
ABRAND00219,351,54.46,-118.69,3,1,4,6,120,5,30,120
ABRAND00220,351,54.45,-118.69,3,1,4,6,120,5,30,120
ABRAND00221,351,54.4,-118.68,3,1,4,6,120,5,30,120
ABRAND00222,361,54.4,-118.68,3,1,4,6,120,5,30,120
ABRAND00223,351,54.32,-118.67,3,1,4,6,120,5,30,120
ABRAND00224,351,54.44,-118.67,3,1,4,6,120,5,30,120
ABRAND00225,351,54.52,-118.66,3,1,4,6,120,5,30,120
ABRAND00226,351,54.3,-118.65,3,1,4,6,120,5,30,120
ABRAND00227,351,54.49,-118.63,3,1,4,6,120,5,30,120
ABRAND00228,351,54.55,-118.63,3,1,4,6,120,5,30,120
ABRAND00229,351,54.41,-118.63,3,1,4,6,120,5,30,120
ABRAND00230,322,54.62,-118.59,3,1,4,6,120,5,30,120
ABRAND00231,351,54.47,-118.58,3,1,4,6,120,5,30,120
ABRAND00232,351,54.26,-118.56,3,1,4,6,120,5,30,120
ABRAND00233,351,54.54,-118.55,3,1,4,6,120,5,30,120
ABRAND00234,351,54.25,-118.55,3,1,4,6,120,5,30,120
ABRAND00235,601,57.13,-118.54,3,3,4,6,120,5,30,120
ABRAND00236,351,54.39,-118.53,3,1,4,6,120,5,30,120
ABRAND00237,621,54.5,-118.48,3,3,4,6,120,5,30,120
ABRAND00238,311,54.31,-118.44,3,1,4,6,120,5,30,120
ABRAND00239,351,54.36,-118.42,3,1,4,6,120,5,30,120
ABRAND00240,621,54.2,-118.42,3,3,4,6,120,5,30,120
ABRAND00241,361,54.03,-118.38,3,1,4,6,120,5,30,120
ABRAND00242,401,54.28,-118.32,3,3,4,6,120,5,30,120
ABRAND00243,311,54.21,-118.16,3,1,4,6,120,5,30,120
ABRAND00244,361,54.12,-118.13,3,1,4,6,120,5,30,120
ABRAND00245,351,54.29,-118.1,3,1,4,6,120,5,30,120
ABRAND00246,601,56.99,-118.03,3,3,4,6,120,5,30,120
ABRAND00247,361,54.21,-118,3,1,4,6,120,5,30,120
ABRAND00248,621,54.07,-117.94,3,3,4,6,120,5,30,120
ABRAND00249,601,53.58,-117.9,3,1,4,6,120,5,30,120
ABRAND00250,601,56.24,-117.87,3,3,4,6,120,5,30,120
ABRAND00251,361,53.88,-117.85,3,1,4,6,120,5,30,120
ABRAND00252,601,53.78,-117.83,3,3,4,6,120,5,30,120
ABRAND00253,361,54.42,-117.79,3,1,4,6,120,5,30,120
ABRAND00254,601,53.41,-117.78,3,1,4,6,120,5,30,120
ABRAND00255,361,54.05,-117.75,3,1,4,6,120,5,30,120
ABRAND00256,601,53.5,-117.74,3,1,4,6,120,5,30,120
ABRAND00257,621,54.08,-117.71,3,1,4,6,120,5,30,120
ABRAND00258,351,54.02,-117.7,3,1,4,6,120,5,30,120
ABRAND00259,601,53.21,-117.7,3,3,4,6,120,5,30,120
ABRAND00260,322,54.14,-117.67,3,1,4,6,120,5,30,120
ABRAND00261,351,54.06,-117.65,3,1,4,6,120,5,30,120
ABRAND00262,351,54.02,-117.63,3,1,4,6,120,5,30,120
ABRAND00263,601,53.63,-117.63,3,1,4,6,120,5,30,120
ABRAND00264,621,53.99,-117.62,3,3,4,6,120,5,30,120
ABRAND00265,361,54.2,-117.62,3,1,4,6,120,5,30,120
ABRAND00266,601,54.09,-117.62,3,3,4,6,120,5,30,120
ABRAND00267,361,54.17,-117.59,3,1,4,6,120,5,30,120
ABRAND00268,351,54.26,-117.58,3,1,4,6,120,5,30,120
ABRAND00269,601,54.25,-117.58,3,3,4,6,120,5,30,120
ABRAND00270,621,54.15,-117.57,3,3,4,6,120,5,30,120
ABRAND00271,621,54.23,-117.57,3,3,4,6,120,5,30,120
ABRAND00272,621,53.98,-117.56,3,3,4,6,120,5,30,120
ABRAND00273,601,54.07,-117.55,3,3,4,6,120,5,30,120
ABRAND00274,601,54.85,-117.54,3,3,4,6,120,5,30,120
ABRAND00275,361,54.09,-117.53,3,1,4,6,120,5,30,120
ABRAND00276,361,54.23,-117.52,3,1,4,6,120,5,30,120
ABRAND00277,601,54,-117.52,3,3,4,6,120,5,30,120
ABRAND00278,601,54.15,-117.51,3,3,4,6,120,5,30,120
ABRAND00279,621,54.11,-117.5,3,3,4,6,120,5,30,120
ABRAND00280,621,54.22,-117.49,3,3,4,6,120,5,30,120
ABRAND00281,322,54.34,-117.45,3,1,4,6,120,5,30,120
ABRAND00282,361,53.96,-117.43,3,1,4,6,120,5,30,120
ABRAND00283,361,54.11,-117.41,3,1,4,6,120,5,30,120
ABRAND00284,601,54.16,-117.41,3,3,4,6,120,5,30,120
ABRAND00285,601,54,-117.38,3,3,4,6,120,5,30,120
ABRAND00286,621,54.08,-117.38,3,3,4,6,120,5,30,120
ABRAND00287,601,54.15,-117.37,3,1,4,6,120,5,30,120
ABRAND00288,601,54.65,-117.35,3,3,4,6,120,5,30,120
ABRAND00289,621,54.67,-117.3,3,3,4,6,120,5,30,120
ABRAND00290,311,54.07,-117.29,3,1,4,6,120,5,30,120
ABRAND00291,361,54.07,-117.25,3,1,4,6,120,5,30,120
ABRAND00292,322,53.97,-117.25,3,1,4,6,120,5,30,120
ABRAND00293,601,53.23,-117.25,3,3,4,6,120,5,30,120
ABRAND00294,361,54.04,-117.24,3,1,4,6,120,5,30,120
ABRAND00295,361,54.87,-117.13,3,1,4,6,120,5,30,120
ABRAND00296,322,53.99,-117.1,3,1,4,6,120,5,30,120
ABRAND00297,601,53.99,-117.09,3,1,4,6,120,5,30,120
ABRAND00298,311,54.12,-117.09,3,1,4,6,120,5,30,120
ABRAND00299,311,53.85,-117.08,3,1,4,6,120,5,30,120
ABRAND00300,601,53.17,-117.06,3,3,4,6,120,5,30,120
ABRAND00301,601,54.15,-116.92,3,3,4,6,120,5,30,120
ABRAND00302,601,54.24,-116.84,3,3,4,6,120,5,30,120
ABRAND00303,601,54.11,-116.81,3,3,4,6,120,5,30,120
ABRAND00304,601,54.19,-116.69,3,3,4,6,120,5,30,120
ABRAND00305,601,53.25,-116.61,3,3,4,6,120,5,30,120
ABRAND00306,601,54.19,-116.55,3,3,4,6,120,5,30,120
ABRAND00307,362,53.41,-116.53,3,1,4,6,120,5,30,120
ABRAND00308,311,53.24,-116.45,3,1,4,6,120,5,30,120
ABRAND00309,311,54.43,-116.41,3,1,4,6,120,5,30,120
ABRAND00310,362,53.2,-116.39,3,1,4,6,120,5,30,120
ABRAND00311,601,53.33,-116.39,3,3,4,6,120,5,30,120
ABRAND00312,311,53.14,-116.38,3,1,4,6,120,5,30,120
ABRAND00313,362,52.97,-116.34,3,1,4,6,120,5,30,120
ABRAND00314,311,54.26,-116.33,3,1,4,6,120,5,30,120
ABRAND00315,362,53.18,-116.33,3,1,4,6,120,5,30,120
ABRAND00316,311,53.42,-116.33,3,1,4,6,120,5,30,120
ABRAND00317,361,53.27,-116.32,3,1,4,6,120,5,30,120
ABRAND00318,601,53.33,-116.31,3,1,4,6,120,5,30,120
ABRAND00319,311,53.3,-116.3,3,1,4,6,120,5,30,120
ABRAND00320,351,53.06,-116.3,3,1,4,6,120,5,30,120
ABRAND00321,362,53.25,-116.3,3,1,4,6,120,5,30,120
ABRAND00322,311,54.39,-116.29,3,1,4,6,120,5,30,120
ABRAND00323,601,53.31,-116.29,3,3,4,6,120,5,30,120
ABRAND00324,601,53.16,-116.28,3,3,4,6,120,5,30,120
ABRAND00325,311,53.18,-116.28,3,1,4,6,120,5,30,120
ABRAND00326,621,53.45,-116.27,3,3,4,6,120,5,30,120
ABRAND00327,361,53.95,-116.26,3,1,4,6,120,5,30,120
ABRAND00328,621,53.16,-116.26,3,3,4,6,120,5,30,120
ABRAND00329,361,53.16,-116.26,3,1,4,6,120,5,30,120
ABRAND00330,311,53.2,-116.25,3,1,4,6,120,5,30,120
ABRAND00331,601,53.42,-116.24,3,3,4,6,120,5,30,120
ABRAND00332,601,53.12,-116.24,3,3,4,6,120,5,30,120
ABRAND00333,361,53.15,-116.24,3,1,4,6,120,5,30,120
ABRAND00334,361,53.21,-116.24,3,1,4,6,120,5,30,120
ABRAND00335,351,53.25,-116.23,3,1,4,6,120,5,30,120
ABRAND00336,601,53.19,-116.23,3,3,4,6,120,5,30,120
ABRAND00337,601,53.16,-116.21,3,3,4,6,120,5,30,120
ABRAND00338,311,53.05,-116.21,3,1,4,6,120,5,30,120
ABRAND00339,362,53.39,-116.21,3,1,4,6,120,5,30,120
ABRAND00340,361,53.43,-116.21,3,1,4,6,120,5,30,120
ABRAND00341,311,53.35,-116.21,3,1,4,6,120,5,30,120
ABRAND00342,311,53.19,-116.2,3,1,4,6,120,5,30,120
ABRAND00343,601,53.56,-116.19,3,3,4,6,120,5,30,120
ABRAND00344,621,53.02,-116.19,3,3,4,6,120,5,30,120
ABRAND00345,361,53.09,-116.19,3,1,4,6,120,5,30,120
ABRAND00346,362,53.11,-116.19,3,1,4,6,120,5,30,120
ABRAND00347,601,53.16,-116.19,3,3,4,6,120,5,30,120
ABRAND00348,322,53.08,-116.18,3,1,4,6,120,5,30,120
ABRAND00349,351,53.94,-116.17,3,1,4,6,120,5,30,120
ABRAND00350,601,53.2,-116.16,3,3,4,6,120,5,30,120
ABRAND00351,601,53.06,-116.15,3,1,4,6,120,5,30,120
ABRAND00352,311,53,-116.14,3,1,4,6,120,5,30,120
ABRAND00353,361,53.48,-116.14,3,1,4,6,120,5,30,120
ABRAND00354,311,53.02,-116.13,3,1,4,6,120,5,30,120
ABRAND00355,601,53.15,-116.13,3,3,4,6,120,5,30,120
ABRAND00356,601,53.25,-116.12,3,3,4,6,120,5,30,120
ABRAND00357,351,53.23,-116.12,3,1,4,6,120,5,30,120
ABRAND00358,601,53.02,-116.12,3,1,4,6,120,5,30,120
ABRAND00359,401,53.11,-116.12,3,3,4,6,120,5,30,120
ABRAND00360,601,52.99,-116.12,3,1,4,6,120,5,30,120
ABRAND00361,361,53.42,-116.11,3,1,4,6,120,5,30,120
ABRAND00362,361,53.89,-116.1,3,1,4,6,120,5,30,120
ABRAND00363,311,52.92,-116.09,3,1,4,6,120,5,30,120
ABRAND00364,351,53.14,-116.09,3,1,4,6,120,5,30,120
ABRAND00365,351,53.07,-116.08,3,1,4,6,120,5,30,120
ABRAND00366,621,53.19,-116.08,3,3,4,6,120,5,30,120
ABRAND00367,361,53.11,-116.08,3,1,4,6,120,5,30,120
ABRAND00368,311,52.98,-116.08,3,1,4,6,120,5,30,120
ABRAND00369,361,53.48,-116.08,3,1,4,6,120,5,30,120
ABRAND00370,361,53.08,-116.08,3,1,4,6,120,5,30,120
ABRAND00371,311,53.18,-116.08,3,1,4,6,120,5,30,120
ABRAND00372,311,52.82,-116.08,3,1,4,6,120,5,30,120
ABRAND00373,621,53.25,-116.07,3,3,4,6,120,5,30,120
ABRAND00374,351,52.92,-116.07,3,1,4,6,120,5,30,120
ABRAND00375,401,53.31,-116.05,3,3,4,6,120,5,30,120
ABRAND00376,321,53.21,-116.05,3,1,4,6,120,5,30,120
ABRAND00377,311,53.4,-116.04,3,1,4,6,120,5,30,120
ABRAND00378,621,53.08,-116.04,3,3,4,6,120,5,30,120
ABRAND00379,361,54.04,-116.04,3,1,4,6,120,5,30,120
ABRAND00380,311,53.34,-116.03,3,1,4,6,120,5,30,120
ABRAND00381,601,53.25,-116.03,3,3,4,6,120,5,30,120
ABRAND00382,351,52.99,-116.03,3,1,4,6,120,5,30,120
ABRAND00383,601,53.79,-116.03,3,3,4,6,120,5,30,120
ABRAND00384,311,53.28,-116.03,3,1,4,6,120,5,30,120
ABRAND00385,601,53.01,-116.02,3,3,4,6,120,5,30,120
ABRAND00386,601,54.16,-116.02,3,3,4,6,120,5,30,120
ABRAND00387,361,53.08,-116.02,3,1,4,6,120,5,30,120
ABRAND00388,361,53.83,-116.01,3,1,4,6,120,5,30,120
ABRAND00389,601,53.71,-116.01,3,3,4,6,120,5,30,120
ABRAND00390,361,53.88,-116.01,3,1,4,6,120,5,30,120
ABRAND00391,311,53.28,-116.01,3,1,4,6,120,5,30,120
ABRAND00392,351,53.1,-116.01,3,1,4,6,120,5,30,120
ABRAND00393,351,53,-116.01,3,1,4,6,120,5,30,120
ABRAND00394,361,52.88,-116,3,1,4,6,120,5,30,120
ABRAND00395,311,52.9,-116,3,1,4,6,120,5,30,120
